business_id,full_address,active,categories,review_count,business_name,latitude,longitude,stars,,
N8xl5Wroth6Z-JZlJHQwPw,681 E Apache Blvd Tempe AZ 85281,TRUE,Pizza Restaurants,3,Domino's Pizza,33.414661,-111.929304,1.5,,
n8zMpWe7BT5OO0PKuZf5Kw,1711 E Broadway Road Tempe AZ 85282,TRUE,,3,Sunset Laundry & Dry Cleaning,33.407437,-111.910116,3,,
n9c5ezcwz0k4F8_oIAjpbg,3246 E Bell Rd Phoenix AZ 85032,TRUE,Food Grocery,6,Fry's & Fry's Marketplace,33.640799,-112.01247,2.5,,
n9D2ymVVtYiFuVnvC9sl-w,3151 E Chandler Blvd Phoenix AZ 85048,TRUE,Veterinarians Pets,7,Foothills Animal Hospital,33.305066,-112.015245,5,,
N9iPqBRI47bewLAeKBlkIg,1949 W Ray Rd Ste 11 Chandler AZ 85224,TRUE,American (Traditional) Restaurants,3,Waterfront Grill,33.319395,-111.874965,2.5,,
N9RfriA_Jt9qk_yxuKlzmQ,15471 W Bell Road Surprise AZ 85374,TRUE,,12,Sonic,33.638484,-112.392844,3,,
Na2wKw552Ioxdbq_JDPXgQ,7200 W Chandler Blvd Ste 8 Chandler AZ 85226,TRUE,Day Spas Beauty & Spas Nail Salons,4,Fancy Nails & Spa,33.305385,-111.966488,3,,
NA3tQYxR6Fq5O8nV6u41Tw,16079 N Arrowhead Fountains Center Dr Peoria AZ 85382,TRUE,Steakhouses Restaurants,50,Texas Roadhouse,33.632264,-112.237503,3.5,,
NA3ZcfT-6B-CyeR_d4tQVg,610 E Roosevelt St Phoenix AZ 85073,TRUE,Food Desserts Ice Cream & Frozen Yogurt,14,Chill Out Gelato Cafe,33.458899,-112.066262,3.5,,
NadvCSdVDPx2K3z0827H9g,1211 E Curry Rd Tempe AZ 85281,TRUE,Pet Services Pet Boarding/Pet Sitting Pets,5,Arizona Pet Resort,33.440207,-111.91985,5,,
NAHrDXtBbeGHJNka7ltXPA,10810 E Via Linda Ste 113 Scottsdale AZ 85259,TRUE,Weight Loss Centers Health & Medical,4,La Bella Vita Health and Wellness,33.586611,-111.847515,5,,
NAkRjPhS4yCD5trp0dY-bQ,4321 N Scottsdale Rd Scottsdale AZ 85251,TRUE,Bars Steakhouses Nightlife Restaurants,147,Saddle Ranch Chop House,33.499099,-111.925912,3.5,,
naqJ8iKmZ1m9YWOyvgODZQ,1085 W Queen Creek Rd Chandler AZ 85248,TRUE,Chinese Restaurants,28,Pei Wei Asian Diner,33.261131,-111.860465,4,,
nAQw2vZJFC_gE8xVu_ULtg,7014 E Camelback Rd Scottsdale AZ 85251,TRUE,Women's Clothing Men's Clothing Fashion Shopping Shoe Stores,4,King & Duck,33.502594,-111.929676,4,,
NAqzx0DFP2mM1jWS2hiOEw,1301 E University Dr Tempe AZ 85281,TRUE,Pool Halls Nightlife,4,Kolby's Corner Pocket Billards,33.421315,-111.917022,4.5,,
NAWY7I32ZsuAE74ixZakMg,5206 N Scottsdale Rd Paradise Valley AZ 85253,TRUE,Doctors Beauty & Spas Hair Removal Skin Care Health & Medical Laser Hair Removal Dermatologists,4,Van Dyke Laser and Skin Care,33.513467,-111.926375,4.5,,
NaXqRvoW2Zg2wSghf9JqaA,1702 W Camelback Road Phoenix AZ 85015,TRUE,Chinese Restaurants,12,Kwan & Wok Chinese Restaurant,33.509711,-112.096227,3.5,,
NB3Oli21be-k4r_iy4oC0Q,3107 S Lindsay Rd Gilbert AZ 85296,FALSE,Greek Mediterranean Restaurants,3,Chef H,33.293754,-111.773654,3.5,,
NB6o73F05lw23zpC79qoUg,Scottsdale AZ 85282,FALSE,Food Coffee & Tea Event Planning & Services Caterers,10,Oscar's Coffee Bar Catering,33.389758,-111.934364,4,,
nbAi_aSVRvKC_qGhfewZVw,5754 W Glenn Dr Glendale AZ 85301,TRUE,Museums Arts & Entertainment,3,The Bead Museum,33.539871,-112.183167,3.5,,
nBaXh8dRLsX_9Ndyvsnv5w,6850 E Main St Scottsdale AZ 85251,TRUE,Arts & Entertainment Festivals,12,Cupcake Love-In,33.493099,-111.934072,4.5,,
nbCAnw8b9_3EaSPpEfLd2w,2027 W Bethany Home Rd Phoenix AZ 85015,TRUE,Bars Nightlife,12,The Recovery Room,33.523914,-112.10347,3.5,,
NBEy2gKB3cQRrTY9C7bfLQ,10711 N 19th Avenue Phoenix AZ 85029,TRUE,Local Services Pest Control,3,Arrowhead Exterminating,33.58439,-112.099355,2.5,,
nBfusVbqwul0BU0Rcrlelw,4921 E Ray Rd Phoenix AZ 85044,TRUE,Sushi Bars Japanese Restaurants,94,RA Sushi Bar Restaurant,33.319763,-111.978007,3,,
nBh7RAqeGq2Y2vH-s8Aw9w,2015 N Dobson Rd Chandler AZ 85224,TRUE,Shopping Cosmetics & Beauty Supply Beauty & Spas,11,Hollywood Beauty Supply,33.336761,-111.876286,4,,
nBh_r_hseU4fM92-tKaivw,8352 W Union Hills Dr Peoria AZ 85382,TRUE,American (Traditional) Fast Food Restaurants,4,Sonic Drive-In,33.652838,-112.238617,3.5,,
NbjyUsShOLe1rA-nnin-bA,1232 W Galveston St Chandler AZ 85224,TRUE,Photographers Event Planning & Services,3,A & B Photos,33.313553,-111.864595,5,,
NBmkXVdZd7TTr4eTFXHGMA,2623 S Market Street Gilbert AZ 85296,TRUE,Tires Automotive,6,Discount Tire,33.302653,-111.743352,4.5,,
nbO0X6SNrZWOoDQS3WQCPw,1111 E Indian School Rd Phoenix AZ 85014,TRUE,Arts & Crafts Shopping Fabric Stores,18,Sas Fabrics By the Pound,33.494537,-112.057596,4.5,,
nBrD6TxddhHx4FhMk32JvQ,10826 S 48th St Phoenix AZ 85044,TRUE,Greek Mediterranean Restaurants,79,Niro's Gyros,33.348284,-111.980393,4,,
nbUFQy1d04CL2QEWstCD-g,6548 E Cave Creek Road Cave Creek AZ 85331,TRUE,Restaurants,5,Dairy Queen,33.833097,-111.939406,4.5,,
NBvrN_ZDpmBCsPI1qLj1Qw,2200 N Scottsdale Rd Scottsdale AZ 85257,TRUE,Thai Restaurants,57,Lao Thai,33.471677,-111.926688,4,,
NBWAHZW44AjKffz5LMj9Tg,3423 E Bell Rd Phoenix AZ 85032,TRUE,Banks & Credit Unions Financial Services,6,Desert Schools Federal Credit Union,33.640477,-112.008478,3,,
NBwPgX7L2D-EZedgo3A-pw,1601 E Bell Rd Ste A-8 Phoenix AZ 85022,TRUE,Diners Mexican Tex-Mex Restaurants,26,Gil's Taste of Taos,33.639747,-112.047055,3.5,,
nC1-vWedrsdrdXdDi7iwbQ,3108 E Camelback Road Phoenix AZ 85016,TRUE,,4,Biltmore Pro-Print,33.510004,-112.015443,5,,
Nc2TtVj6py6dHH_XdWAKRQ,1442 E Florence Blvd Casa Grande AZ 85122,TRUE,Sandwiches Restaurants,14,Eegee's,32.879968,-111.725245,4.5,,
nc3IiY5LNdmEwUZCW84yuA,455 N 3rd St Phoenix AZ 85004,FALSE,Pizza Restaurants,18,Pizzeria Uno,33.452796,-112.069318,2.5,,
NC3V9CPnzV96cxlkZdYi9w,2180 E Southern Avenue Tempe AZ 85282,TRUE,Active Life Sporting Goods Bikes Shopping Bike Rentals,17,Landis Cyclery,33.393442,-111.892903,4,,
Nc6GQOf3sr6zaOm-E0v4_g,1235 S Gilbert Rd Ste 4 Mesa AZ 85204,TRUE,Beauty & Spas Nail Salons,5,Kn Nails,33.392567,-111.787043,5,,
Nc8BKRECkNItZBJIku5G4w,1030 E Baseline Road Tempe AZ 85283,TRUE,Department Stores Fashion Shopping,5,Big Lots,33.379421,-111.923529,4,,
nC8xmUM98souIGyle7Tbuw,3549 E Brown Rd Ste 102 Mesa AZ 85213,TRUE,Pediatric Dentists Health & Medical Dentists,3,Amazing Kidz Pediatric Dentistry,33.436867,-111.754101,5,,
NcAI7SE1SNlrOEfFg9Wzuw,202 N Central Ave Phoenix AZ 85004,FALSE,Bars Dance Clubs Nightlife Lounges American (New) Restaurants,31,Ghost Lounge,33.450611,-112.074198,3,,
NCbHGtOP5yJBJsPPaE3X5g,2941 W Bell Rd Phoenix AZ 85053,TRUE,Indian Buffets Restaurants,74,India Palace,33.639724,-112.122336,3.5,,
nCeeguQS-MHQRifOpKzwUg,7131 W Ray Rd Chandler AZ 85226,FALSE,Restaurants Italian,8,Tomasos Restaurant,33.317906,-111.964138,2.5,,
ncEgmYNecgBORSFLS2x56A,2550 E Guadalupe Rd Ste 101 Gilbert AZ 85234,TRUE,Pediatric Dentists Health & Medical Dentists,3,Pediatric Dental Specialists PC,33.365006,-111.736718,5,,
NcF7tZHe3p5wgQCKfHzhSw,4131 N 32nd St Ste 1 Phoenix AZ 85016,TRUE,Health & Medical Dentists General Dentistry,4,Christopher Lienau DDS,33.496448,-112.012945,4,,
NcJ4Ug6EX4t_WBh3E0mXhA,2640 Chandler Blvd Chandler AZ 85224,TRUE,Shopping Baby Gear & Furniture,16,Buybuy Baby,33.306008,-111.885884,4.5,,
NCM64MnD1NCtBfJzgBIZKQ,3700 E Washington St Phoenix AZ 85034,TRUE,Automotive Parking,23,The Parking Spot,33.44824,-112.00099,4.5,,
NcNcgrtEjwLJh_a2WgdT8A,7737 E Indian School Rd Scottsdale AZ 85251,TRUE,Health & Medical Dentists,3,Pure Dental,33.494652,-111.914139,3.5,,
nCp4-Q3Su5ozUuv8P8LvvQ,1301 N.W. Grand Ave Studio 3 Phoenix AZ 85007,TRUE,Tattoo Beauty & Spas,3,Lady Luck Tattoo,33.457118,-112.089816,5,,
NcrjhaaIZEVd8JnBfLRXyg,1100 South Price Road Chandler AZ 85286,TRUE,Hotels & Travel Event Planning & Services Hotels,6,Courtyard Phoenix Chandler Fashion Center,33.28964,-111.893041,4,,
NCtzWkMbE13r2M2Sg0wH9w,8787 N Scottsdale Rd Ste 104 Scottsdale AZ 85253,TRUE,Thai Restaurants,65,Soi 4 Bangkok Eatery,33.566805,-111.925471,4,,
ncuj9qx4WjprfJfYJGdmtQ,2502 E Camelback Rd Phoenix AZ 85016,TRUE,Food Specialty Food Shopping Candy Stores Toy Stores,95,Smeeks,33.510207,-112.027204,4,,
NcWd10MG5WMl4kOHv3iDsw,3130 E Greenway Rd Phoenix AZ 85032,TRUE,Auto Repair Automotive,3,Cathedral Automotive,33.62641,-112.014977,3.5,,
ncxBZxetREZ_jCma0c7mHA,22111 N Scottsdale Rd Scottsdale AZ 85255,TRUE,Car Wash Automotive,18,Classic Car Spa,33.685687,-111.925299,3,,
nd1hq7xxzrL_s420QqhDjw,1614 N Higley Rd Ste 101 Mesa AZ 85233,FALSE,Pizza Restaurants,7,Mafia Mike's,33.3518,-111.8036,4,,
NdATGBlTA3VHkY8XnvKoNg,6550 W Happy Valley Rd Glendale AZ 85310,TRUE,Food Grocery Shopping Drugstores,7,Wal-Mart Neighborhood Market,33.712352,-112.200254,3.5,,
nDdfN6onfb0JoxKKYwCnjA,7001 N Scottsdale Rd Paradise Valley AZ 85253,TRUE,Food Coffee & Tea,12,Starbucks Coffee,33.539447,-111.924828,3.5,,
NDEzqbWAKOxcZYYVJ0o7kQ,731 E Union Hills Drive Phoenix AZ 85024,TRUE,Tires Automotive,3,Firestone Complete Auto Care,33.653763,-112.065023,4,,
NDHhzgMrTzr_38md_R5WKw,4723 E. Ray Road Phoenix AZ 85044,TRUE,Soup Vegetarian Buffets Restaurants,29,Sweet Tomatoes,33.319448,-111.983342,3.5,,
nDHyino_t7O94ZzRHGUApw,1836 S Val Vista Drive Mesa AZ 85204,TRUE,Grocery Shopping Florists Food Beer Wine & Spirits Flowers & Gifts Restaurants,42,Aj's Fine Foods,33.382403,-111.754237,4,,
nDJ9Pbt0RF6iXLgVzGyC3Q,3822 E Thomas Rd Phoenix AZ 85018,TRUE,Auto Repair Automotive Windshield Installation & Repair Auto Glass Services,4,Sun Devil Auto,33.480438,-111.999058,2,,
NDKkce5Au-o_OhIt5f2ZBg,3160 E Camelback Rd Phoenix AZ 85016,FALSE,Sushi Bars Japanese Restaurants,110,Zen 32,33.510045,-112.01408,3,,
NdNdgzSo7M0-RSWDPWKihg,1066 N Power Rd Mesa AZ 85205,TRUE,Pizza Restaurants,5,Barro's Pizza,33.435914,-111.684863,4,,
NDqsdHJYCE1FPHq_dJBJCg,8787 N Scottsdale Rd Ste 206 Scottsdale AZ 85253,TRUE,Bridal Shopping Jewelry,16,Mari?e Bridal,33.566787,-111.924934,4.5,,
NDrrwX1n20HU67dD8asgvg,5975 W Chandler Blvd Chandler AZ 85226,TRUE,Shopping Drugstores,7,CVS Pharmacy,33.304793,-111.944994,3,,
ne-utgVJDLVTBQaT2zKOIw,9900 S Rural Rd Tempe AZ 85284,TRUE,Food Grocery,16,Fry's Food & Drug Stores & Fry's Marketplace,33.321492,-111.929858,4,,
neGAQFkBNI8-rpPBLBzNkw,301 E McDowell Rd Phoenix AZ 85004,TRUE,Fast Food Tex-Mex Restaurants,3,Taco Bell,33.465393,-112.069066,2.5,,
NeHt44hjdL3euXohFc9CMA,Phoenix AZ 85073,FALSE,Hotels & Travel Airports,8,America West Airlines,33.45,-112.07,2,,
nEjSChgFV3hKhJx9y8EzLQ,9380 N 90th St Scottsdale AZ 85258,TRUE,Fast Food Restaurants,3,Wendy's,33.570792,-111.887587,2,,
nf-XFT_vCyPveDM6Q51xxA,709 E Palo Verde Dr Phoenix AZ 85014,TRUE,Active Life Dance Studios Fitness & Instruction,3,Encore Dance Center,33.521781,-112.064379,5,,
NF3cqJghllMHZWGd1HWzMA,18490 S Rittenhouse Rd Queen Creek AZ 85242,TRUE,Food Donuts,4,Dunkin Donuts,33.283223,-111.684845,3.5,,
nf6NV9rsHoLb4zcI01337A,1835 E Guadalupe Tempe AZ 85283,TRUE,Food Grocery,6,Fry's Food and Drug,33.362184,-111.909142,3.5,,
nFAyt4qwNTVftxMKYpob7Q,3424 N 35th Pl Phoenix AZ 85018,TRUE,Local Services Home Services Pest Control Home Inspectors,4,Alpha Pest Control Inc,33.488841,-112.005436,5,,
nFBse3YXN8CP1cDieyLz6A,2502 Camelback Rd Phoenix AZ 85016,TRUE,Food Ice Cream & Frozen Yogurt,115,Mojo Yogurt,33.510207,-112.027204,4,,
nfeIPaPNPC3awILVzLMg6Q,725 N Central Ave Avondale AZ 85323,TRUE,Mexican Restaurants,15,Don Pancho Mexican Food,33.443016,-112.349268,5,,
NFICjOJG4AP1NQZHkW4AxQ,6974 E US Hwy 60 Gold Canyon AZ 85118,TRUE,Pizza Restaurants,8,Rosati's Pizza,33.36136,-111.47115,2,,
nfkSaVpdNG-JBYQzOcrl1w,3555 W Pinnacle Peak Rd Glendale AZ 85310,TRUE,Active Life Leisure Centers,5,Arizona Sports Complex,33.698264,-112.138278,4,,
NFloHgUrC5kCTFybx_r-aw,2865 N Scottsdale Rd Scottsdale AZ 85257,TRUE,Food Coffee & Tea,5,Starbucks,33.480338,-111.926025,4,,
NFoVdVCLmJ4InK4g6GYgKQ,10645 N 35th Ave Phoenix AZ 85029,TRUE,Sandwiches Restaurants,39,Captain Bill's Subs,33.58369,-112.133912,4,,
nFo_63pTr-4ZhakuaRFOCA,15323 N Scottsdale Rd Ste 195 Scottsdale AZ 85254,TRUE,Mexican Restaurants,97,SOL Mexican Cocina,33.61778,-111.925884,3.5,,
nfQELrMgQd-r-VrveRv_Pg,25650 N Lake Pleasant Pkwy Peoria AZ 85383,TRUE,Hardware Stores Shopping Home & Garden,4,Home Depot the,33.716678,-112.270705,5,,
NfRddf3O8FV4ZWY_VTtR2A,7014 E Camelback Rd Ste 552 Scottsdale AZ 85251,FALSE,Electronics Shopping,4,Sony Style,33.502594,-111.929676,1.5,,
nfyqtEoufkhjv97IueK7Ow,2855 S Market St Gilbert AZ 85295,TRUE,Mexican Restaurants,55,Arriba Mexican Grill,33.298078,-111.745916,2.5,,
Ng2XtElHAKGSRIFeOm7Qjg,3111 W Chandler Blvd Chandler AZ 85226,TRUE,Shopping Cosmetics & Beauty Supply Beauty & Spas,19,Sephora,33.302246,-111.897967,3.5,,
ng4_UnnYPqesby9C0WVz2Q,7014 E Camelback Rd Scottsdale AZ 85251,TRUE,Food Specialty Food Candy Stores,8,See's Candy Shops,33.502594,-111.929676,4.5,,
Ng64OojrfYmtyBtv_0UMnw,Mesa AZ 85208,TRUE,Cafes Restaurants,4,Road House Cafe,33.399666,-111.633281,2.5,,
NggjbjdNt8D1DHQ8jTHoPg,7121 E 5th Ave Scottsdale AZ 85251,TRUE,Flowers & Gifts Fashion Shopping Shoe Stores,5,Kactus Jock,33.497981,-111.927413,4,,
nglQaQXuU-d38fGe_tM5-Q,Casino Arizona 524 N 92nd St Scottsdale AZ 85256,TRUE,Steakhouses Restaurants,8,Cholla Prime Steakhouse & Lounge,33.45433,-111.88564,5,,
nGQQr0nYBofpodL7tVBYIQ,7419 W Bell Road Peoria AZ 85382,TRUE,Shopping Home & Garden Furniture Stores,6,Cost Plus World Market,33.638064,-112.233547,4,,
ngswgy6bamflGhslALI2sw,6900 E Camelback Rd Ste 604 Scottsdale AZ 85251,TRUE,Shopping Jewelry,3,Addison Taylor Fine Jewelry,33.502594,-111.931973,5,,
nGxB4TeUGXsYcIDRX4gRWw,4902 S Val Vista Dr Ste 103 Gilbert AZ 85298,TRUE,Beauty & Spas Nail Salons,3,Qv Nails and Spa,33.261342,-111.755664,4.5,,
nH-M4tv-GF5-aTWJM3iqHg,1552 S Miller Road Buckeye AZ 85326,TRUE,Restaurants,3,Burger King #9984,33.431295,-112.590943,2.5,,
Nh3DGd5yXT802z_JQyOv8A,4426 N Saddlebag Trl Scottsdale AZ 85251,TRUE,Nightlife,3,Pussy Cat Lounge,33.501646,-111.922389,3,,
nH4CEJwrRXPxhfdL2pz3MA,860 E Warner Rd Ste 102 Gilbert AZ 85296,TRUE,Chinese Restaurants,20,King Wok,33.336905,-111.771771,3.5,,
NH67MdKaFGNcP-dlu56pyw,20 W Adams St Phoenix AZ 85003,FALSE,Thai Restaurants,109,Thai Elephant,33.449314,-112.074047,3.5,,
Nh6ozKhxPOCxd8GV14p_Lg,1815 N Silverado Mesa AZ 85205,TRUE,Hotels & Travel Transportation Airport Shuttles,4,The Flying Scotsman,33.448588,-111.684508,5,,
nhSn37Oz62OP1hyFzYlc4g,9915 W McDowell Rd Avondale AZ 85233,FALSE,American (New) Restaurants,3,Wild Noodles,33.464573,-112.272757,1.5,,
nHxi4UjqWOLRidFNnoccAw,Casino Arizona 524 N 92nd St Scottsdale AZ 85256,TRUE,Buffets Restaurants,24,Eagles Buffet,33.50136,-111.821087,4,,
nih6RQC-HttWiO28HOcfOA,3435 S McClintock Dr Tempe AZ 85282,TRUE,American (Traditional) Comfort Food Caterers Event Planning & Services Restaurants,4,Boston Market,33.391247,-111.908986,3.5,,
nIkJ9z9GM2mthq80s3l0Mg,1607 W Bethany Home Rd Phoenix AZ 85015,TRUE,Department Stores Grocery Fashion Shopping Food Mobile Phones,25,Walmart,33.522307,-112.092979,2,,
NIlgqNNjx2pyDQtmgU0B9w,4725 E Baseline Rd Phoenix AZ 85042,TRUE,Food Grocery Convenience Stores,5,Quick Trip,33.377983,-111.980606,4,,
nInabwjYRoTe8nc6X_dYkg,8777 N Scottsdale Rd Ste 302 Scottsdale AZ 85253,TRUE,Bakeries Food Coffee & Tea,47,Paradise Bakery & Cafe,33.546,-111.96828,3.5,,
NiPE9djTFF8mE0D-YrWtuw,1076 W Chandler Blvd Ste 109 Chandler AZ 85224,TRUE,Doctors Medical Centers Health & Medical Naturopathic/Holistic,4,Novocur,33.306125,-111.860986,4,,
niPFXq4r2mc0zFlOpWV3Eg,4218 N Scottsdale Rd Scottsdale AZ 85250,FALSE,Greek Mediterranean Restaurants,56,My Big Fat Greek Restaurant,33.497425,-111.926295,3.5,,
NIuaxYvM_-dzmgGXwPJ1Gw,526 S Mill Ave Tempe AZ 85281,TRUE,Pubs Bars Nightlife Lounges,66,World Of Beer,33.424522,-111.940409,3,,
niwDrCLIqi3qvYzD-8VL1A,5000 Arizona Mills Cir Tempe AZ 85282,TRUE,Hot Dogs Restaurants,3,Nathans Famous Hotdogs,33.383123,-111.964485,2,,
NiYl4WSOKu387JuHixm6_A,7700 E McCormick Pkwy Scottsdale AZ 85258,TRUE,American (New) Restaurants,7,Palm Court Restaurant at the Scottsdale Resort,33.548745,-111.915691,4,,
nJ-F0AAg7LDs_nAsgpeGcg,1632 S Signal Butte Rd Mesa AZ 85209,TRUE,Women's Clothing Men's Clothing Fashion Shopping Shoe Stores,3,Kohl's Department Stores,33.384915,-111.598264,5,,
Nj6ITW0Zhl7LpovGIH6SAg,1919 E Camelback Rd Ste 1 Phoenix AZ 85016,TRUE,Fashion Shopping Shoe Stores Outlet Stores,193,Last Chance Bargain Shoes & Apparel,33.509002,-112.040999,3.5,,
nJ6xBHPwEBsd3S1fOU2jdw,5000 S Arizona Mills Cir Tempe AZ 85282,TRUE,Beauty & Spas Nail Salons,3,Fashion Nails,33.385285,-111.964558,1.5,,
nJNvvbLZ4aenArn1C5-3qA,4533 W Glendale Ave Glendale AZ 85301,TRUE,Bakeries Food,12,La Purisima Bakery,33.538316,-112.156882,4.5,,
nJq5MFznOU1Uiursgn2HQA,2550 E Bell Rd Ste A Phoenix AZ 85032,TRUE,Auto Repair Automotive,3,Feeney Automotive,33.640607,-112.027265,5,,
NJTIb6bro3gmfo7Gp6rDLg,1123 W Broadway Rd Tempe AZ 85282,FALSE,Restaurants Mexican Event Planning & Services Caterers,9,Manuel's Fine Mexican Food,33.406876,-111.956194,3,,
NJUY5eifxbMOSnnilQ-ayw,5030 S Mill Ave Tempe AZ 85282,TRUE,Doctors Health & Medical,3,Page Custis P MD,33.379261,-111.940552,1,,
njuy902skPkPM78oAZsJSw,20100 N 51st Ave Ste E550 Glendale AZ 85308,TRUE,Health & Medical Dentists,6,John G Wood DDS,33.6673,-112.16957,5,,
Njz9vm06pBZhTinpJ7llDg,64 S San Marcos Pl Chandler AZ 85225,TRUE,Arts & Crafts Shopping,3,Mind Over Splatter,33.302707,-111.84254,3.5,,
Nk-3m_BxXvqFq54r10mHlA,406 S Price Rd Tempe AZ 85281,TRUE,Pets Pet Stores,10,Reef Culture,33.426499,-111.89237,4,,
NK-ckRusCKLXdeCEb5jM4g,7434 E Stetson Dr Ste 265 Scottsdale AZ 85251,TRUE,Mass Media Radio Stations,6,103.9 The EDGE,33.499617,-111.920257,2.5,,
NK-lGc4ZpuuduTAwK5Y24g,1038 S Mill Ave Tempe AZ 85281,TRUE,Tex-Mex Restaurants,18,Chipotle Mexican Grill,33.417977,-111.940337,3.5,,
NK3S3U6TQtysH_-eqT3bBQ,16611 S 40th St Ste 150 Phoenix AZ 85048,TRUE,Pediatric Dentists Health & Medical Dentists Orthodontists Cosmetic Dentists,4,Valley Pediatric Dentists,33.295994,-111.997132,4.5,,
nk6_ipMkmUvUtq6Xvncf0A,7012 E Greenway Pkwy Scottsdale AZ 85254,TRUE,Sushi Bars Japanese Restaurants,101,RA Sushi Bar Restaurant,33.623015,-111.929708,3.5,,
nkBfBnWENDAoYHHRJCuWVA,2815 N 91st Ave Phoenix AZ 85037,TRUE,Food Coffee & Tea,3,Starbucks Coffee Co,33.478742,-112.255146,2.5,,
NkDveAzq_V6i352Lee8v-A,2064 W Southern Ave Mesa AZ 85202,TRUE,Mexican Restaurants,15,Filibertos Mexican Food,33.3935,-111.876711,3,,
NkGQRN6ahwQoFEAlHq8NHg,7000 E Mayo Blvd Phoenix AZ 85054,TRUE,American (Traditional) Restaurants,6,Blue 32 Sports Grill,33.655684,-111.930028,4,,
NKKt_CxHCggMvuvrqJEjSA,6869 E Shea Blvd Scottsdale AZ 85254,TRUE,Active Life Gyms Health & Medical Fitness & Instruction,8,Scottsdale/Paradise Valley YMCA,33.581862,-111.934564,4,,
NKMyRG-hK6_HNMlckY7Hxw,1318 N Cooper Rd Gilbert AZ 85233,TRUE,American (Traditional) Buffets Restaurants,36,Golden Corral Steak & Buffet House,33.373796,-111.80777,3.5,,
nKrK1aK2uWtL57Q3ShH6Hg,16459 N Scottsdale Rd Ste 119 Scottsdale AZ 85254,TRUE,Korean Sushi Bars Restaurants,71,Yume Sushi Grill,33.635524,-111.925338,4,,
nKrUueeLiIAeMH8nGhdh3A,3207 W Indian School Rd Phoenix AZ 85017,TRUE,Burgers Fast Food Restaurants,4,McDonald's,33.494944,-112.128213,2,,
NKSA0em3dHSGTyo6Eu-Waw,5775 West Bell Rd Ste 5 Glendale AZ 85308,TRUE,Indian Restaurants,48,Indian Maharaja Palace,33.638689,-112.183988,3.5,,
NkTBJP2YOwUAUNzRqR2gJg,8900 E Pinnacle Peak Rd Ste B1 Scottsdale AZ 85255,TRUE,American (New) French Restaurants,16,Bistro Provence,33.700033,-111.888462,3.5,,
NkxQoAeavYIPqDvfOp1Naw,2780 W Chandler Blvd Ste 1 Chandler AZ 85224,TRUE,Shopping Mobile Phones,3,AT&T,33.306093,-111.890267,3.5,,
NL14zha-dzIsEGO-Vm1hxw,20701 N Scottsdale Rd Ste 103 Scottsdale AZ 85255,TRUE,Food Specialty Food Candy Stores,4,Seven Sisters Sweet Shop,33.66958,-111.920996,5,,
nL2bJRBPzGCOacqMzQ83UQ,7631 E Indian School Rd Scottsdale AZ 85251,TRUE,Pets,8,Diamondback Drugs,33.494426,-111.916048,3.5,,
nl5ifGmOQMw-MlMO_tdnbg,Desert Ridge Marketplace 21001 North Tatum Boulevard Phoenix AZ 85050,TRUE,Fashion Shopping Shoe Stores,17,DSW Designer Shoe Warehouse,33.678615,-111.974607,4,,
nL9tCTn4Sswcwcdkol4URA,1060 S Watson Buckeye AZ 85326,TRUE,Department Stores Grocery Fashion Shopping Food Mobile Phones,3,Walmart,33.43238,-112.55774,2,,
NLaZGf9em6T-z7TSXUkxDw,20940 N Tatum Blvd Ste 390 Phoenix AZ 85050,TRUE,Doctors Health & Medical Family Practice,6,Desert Ridge Family Physicians,33.675676,-111.979308,4.5,,
nlbZs9GkO_ZJk3qg9ZBSxw,1946 S Signal Butte Rd #109 Mesa AZ 85209,TRUE,American (New) Restaurants,16,Paradise Bakery and Cafe,33.379807,-111.601637,3,,
NlD18mwNRjNPzH8hs7abPQ,519 W Lone Cactus Dr Ste 101 Phoenix AZ 85027,TRUE,Home Services Pool Cleaners,4,Splish Splash Pool  Service and Repair,33.680405,-112.081124,3.5,,
NleiJA9dpfKjhxe0cCD1MA,1809 N Dysart Rd Avondale AZ 85323,FALSE,Wine Bars Bars Nightlife Restaurants,6,Tastings Wine Bar and Bistro,33.468015,-112.340791,2.5,,
NLek5KCyuf9HHIMFJDEf_g,3517 W Bell Rd Phoenix AZ 85053,TRUE,Thrift Stores Shopping,3,Savers,33.63943,-112.135541,4,,
nlFlIeziD-4nNUF2B337Yw,1312 E Indian School Rd Phoenix AZ 85014,TRUE,Cambodian Restaurants,117,Reathrey Sekong,33.494814,-112.053645,4.5,,
NlhHKKpS4xg9nOrWzkMJ-Q,12251 N 32nd St Ste 1 Phoenix AZ 85032,TRUE,Day Spas Hair Removal Beauty & Spas,7,Spa Mom By Andrea,33.598811,-112.012862,4.5,,
NLKjSOHL4F6yQQooc6JbyA,2621 S 47th St Phoenix AZ 85034,TRUE,Hotels & Travel Event Planning & Services Hotels,8,Courtyard Phoenix Airport,33.423407,-111.980464,3.5,,
nLL0sjLdZ13YdvhXKyss7A,7146 N 58th Ave Ste B Glendale AZ 85301,TRUE,Food Ice Cream & Frozen Yogurt,9,Papa Ed's Ice Cream,33.541502,-112.184054,4,,
nLLs9fIiWw6WDku3_2NVVA,7518 W Thunderbird Rd Ste 3 Peoria AZ 85381,TRUE,Chinese Restaurants,28,China Grill,33.611241,-112.221644,4,,
