user_id,name,average_stars,review_count
KT4-9s8cvJG2AC4xgOvckw,Keith,3,11
KT6aazXSAQsngVUYTYdPeQ,David,3.67,18
KT7QTrjczccArHg3UTPlnA,Alex,3.25,4
KT8HXZKuvAwt9vZ-2CDwew,Stacy,4.38,24
Kt9AnL5-YiWmv5JgKo4eQA,May,3.54,89
Kt9NwDONle_mc0QHTud9jw,Blake,2.49,59
kTcxoujWWxrxOBirkrCfMQ,Irene,4.5,4
kTDIDJfe60pd0viQWO9TKw,Bob,1,2
Kte7Qx7RZlXQjh04WhWOSQ,Gabe,2,1
ktG-aW4T3WWMO36ex5h0MA,William,3.62,212
kTg3OgRAEVyX6ON-FmWDHg,Chrissy,5,11
ktI0mSoUjsEpPJ9cDtvDeg,Armando,1.83,6
KtIowbnjbtrAZ7s4AxSpGQ,M,3.38,45
ktJx5IuGixjphYKzb6yJ5g,kelli,3.65,54
kTK724Q8b9kZscfGSpsFqw,John,3.69,36
ktM0f2tVRat9BAfrCLCIbg,Larry,4.5,10
KtmnxDb0TtBM3Q3AogQmbw,Nate,3.2,25
KTMqiNYmGBzenePbCVLa-g,Bianca,3.45,67
ktmy4-cpeM6kY8mW44tciw,Lorie,3.15,26
KtnSA3auvRY6LchlJBHObw,karrie,5,1
KTOeGcxhlgohjRck0el0-g,Kristin,3,2
KTP77-8cmBfdDyzIGVQqiA,Audrey,3.76,127
ktr3bmZrssWeEZympQojNQ,Tyler,4.46,13
KtSEziHaD34ZWPGTYD28lw,Collin,4.23,42
KTUS3MBxfjXYt39zYICn8A,Liza,2,1
ktUVvPR-LUPfa3C7pgNJUQ,Joe,3.59,189
ktVqbdYVfMtgyh4enD7bJQ,Joe,3.94,18
KtWDhpMJ7dO2zG6htJHfuQ,Miguel,3.94,262
KTWr-eDT2TbCKi_o9IYKmA,Kate,4.16,97
KTXCg9yDO7131r7LlkailQ,Chrissy,4.67,3
ktyoP7G8zSyMXwGur_QudA,Elizabeth,3.84,94
kTZ7XCXPCpNK9i72y-pYGQ,Jamie,2.6,6
Kt_ty3XnCKupqIE8HkcN_w,Chris,5,4
KU--WdrpcCPdOo4k4qMXLQ,Michael,3.38,9
kU1H01IMRDG268R5G-kdVw,Jeff,1,1
KU1hhTfrYVcAM7ovNV392g,Daniel,2.96,162
KU5ljjGa689-Js8JtYzdbA,Gary,4.4,5
kU5SCh6wSY68tby_fGZLrg,Shelli,5,5
kU7iQDW70gcCVBX9uQVFHA,Madeleine,3.45,29
KU8jt6rYvu4vnklKmu-Huw,Heather,3.18,11
KU9a8kTqUJ-9wQwS4-eslg,Amanda,4.67,3
KuArWzyJBuK3opwu38KvBw,James,3.5,8
KuB9n2Zm5S5VtzuqoOMW3A,Ana,4,6
KUc1JdWig5--_EeUVY2Y7Q,Sandra,2.38,147
KucBnMrhalzxnD9AWrxwYQ,Aaron,3.32,286
KUCfXSAuHZ41aahOMfb1dQ,Chris,5,1
kuCLvtxGmFNLs6nl4IN7fQ,Shane,4,1
KuEiSWEot-nsdlmivOyp8A,Melanie,3,3
kuEKOd7JEnDun43SUsjJ7w,Anna,3.94,314
KUfAsoHh7kqJsBx158XLrQ,Alyssa,5,1
KUg7vDsMivGg65szoEMW-g,Sarah,4.4,10
kuG885n5SoP89TPG0NEYHw,finicky,2.53,17
kUgF2Z97kj6fdpoFMzIwZQ,Marci,4.25,8
kuGPNsbysTUt98se1kWpeA,boiboi,1,6
KUgw3Us268hflAia7nAPuA,Erika,3.95,60
kuGyVPca3NiIlTvYuUWjzw,Eligio,4.67,5
kUjaabSrwHwILZHBwxZOkg,Brittany,5,1
kuJKFidhXZ2Mv9R7_GFmiQ,Leigha,3.25,4
KUJmrLil7PV7PtxQjDNwbQ,Vicky,3.39,18
kUKH7Mbah6TVgV_9LEnH0g,Julie,3.33,18
KULJsL_7wR7oJcNGoLzpaA,Billie,3.44,16
KUlKRt-e86r90uIAtMC4Pw,Dave,5,2
KULTByBxylNCSxWPZ8XH-g,Diane,5,1
Kum4rrB2ZBGWXmlOXTTq9w,Kurt,3,2
KUmDXd9CCzUJYbKzJf6NvA,Jenell,5,1
KUMrCdBDe9XJL0KIQcBjXA,Brett,1,1
kuNKLl21VuFn8uGxJd8HjQ,Buggy,4,1
kUpCw8ATWx2cjlQYu55-dw,Rachel,4.08,25
kuShIXalQPy0vqI_N7bz7A,Deona,4,20
KuSP1Mb3xq2Qbmk1n_-ZjA,Meghan,3.41,27
kUt7V29RumQW8U53ONdbXw,M,3.54,24
KuTzb2IR_6ocQAOFU_rcPg,Darren,3.89,92
KuUmsilRM8JelMSSgnrhcw,Vince,1,1
KUvhcJCGkPXFJqgTYzEzzw,K.,3,10
Kuwx_U8iLIV_2XOvqpYNbQ,Mattimus,1,2
Ku_cVQImtrxQAEgyBoiF3A,Mankin,4,1
Ku_NR6HjGnmx8axWiR4UNA,Vince,3.86,31
KV-tBbFSWtQ6uvuYwjhAww,Stacie,3.65,20
kv2RbtF09MZtAfOCSsk2NQ,Alexandra,4.5,6
KV2T9ujclx2I8uZIB0Z_4g,Zachary,4.27,73
kV583Wa844Rh-r4qIs1R6A,Mizz jazzi ladi,4,4
kv5NMZ-vLQ17UIpqr1o9EQ,Thane,4,3
Kv5ZnbLss4DY1lTDPULxIA,Von,2.5,3
Kv9z6Qwt2Vc9PyYx7K07Hg,Dana,4.3,125
KVA2_z7gjoQzUtSZqBW6wA,Lauren,5,2
kvA3tRbA2b7xe9lqR2EBlA,Janelle,1,1
kVAlMWONwQ1X4ybCqD7__w,Will,4.67,3
kvaQdmhrOxN7n6kBDi3zfg,Lacey,5,1
kvBcEmrcMAdxA31A3dhYfw,Kristen,3.86,22
kvcb3L0MSdnvbYY-nkW-uw,Katie,2.96,23
kvDCZuKQuLT7Bl_NOGr_mw,Matt,4.5,2
KVe1jVA2NBG89xsxtwZjUg,Edward,3.49,316
KVFGhZejti0PRgrMK4FT6g,PJ,4,14
kvfvu6-bS9E4oE2CQu9qaA,Laurie,3.21,33
KVglV3X_HipoQyW9FGkFMQ,LaVaan,3.58,13
KVhNMLcw1YibZpa6GkYZtA,Chris,1,7
KVHOzkdJX4bznHmFk7UKLg,Kathy,3.63,195
kvhwo-rYxTWCGi3Sol5zIQ,Laura,2.8,6
KVjBgbnStB9ASxhZxrLn6g,Dave,2.6,5
kvjF7HiN2flwHioLDiF-cA,Grant,1,3
KvJPs1Yvn4RAVVHWxeRx9w,Jose,3.72,65
KVKA2Ac_-T8oStnnzIwmdQ,Don,4,5
kVKmor9xpK7x0CPiziYdcQ,S,4,1
kVKVPiBk152FwPPMDYFz6Q,Brock,3,1
KVkXVIvm7OK334a1pBFIJQ,Gordon,3.79,14
kvL7bId7FbaMi19TFl3h9w,Yuri,4,51
kVlL5XPVA8-QVGQXtvcThw,Jeffrey,4.67,3
kvLw4gjG6Jnmn2Sp119ZZQ,B,3.26,19
KVOrDbc8p6cAgOSDLCBwAg,James,5,1
kvOXP8PBWwtLcuO4EarvwA,Larry,3.88,17
KVQJjMaCcheA-FL_kl2CSA,Lisa,3.67,3
kVsdX_7F5f_DIKVI0uk7rg,Alexandra,5,2
kvSeVMP2NZIFv2IkMYFCqg,David,4.14,7
kVt4K8ySJ6ytgOdvErwKkg,nick,5,3
kVt5_D39lHsZHZHqoGGTuQ,Alex,4,1
kVt73vvNeunN_XS9n3ZmNw,Tiffany,1,1
KvVJJqmbgQaRPtzyi_84Wg,Bailey,4.52,23
KvvUJzBFR0BffuNrrLUZug,Katy,3.59,63
KvVxMBkrcOHW3DkdxUsquQ,Vinit,4.38,56
KvWny9qUZJKrqo_LYesgSg,Peanut,3.69,16
kVwObweZ0PQWiFWwgBKVPQ,Cameron,3.67,15
kVWR34lBXVvTIsOphulY3w,Jen,2.33,3
kvxh7dP16jVCsVQv3J2dbg,Andrew,2.94,32
KVYEjEFmaUd8bLJNnoj6uw,John,4.62,13
kVYRVCTyN6kb-HqNOhWDDg,Imran,3.86,132
Kv_CBCNf06OZ5Qsx6PAZLQ,Aron,3.5,16
KW0Nq1aGGLeP5XpvTQPshg,Tony,3.76,19
kW115gi1DYmi5y9SWuQnEw,Rene,4,1
kw2o6KOg9qr3ahSisfMsLQ,Jimmy,3.43,196
kw3vpfa-rHJdckDdhgh6BQ,Ryder,3.38,91
KW5IteDuDwsuysw-V7lPbQ,steph,4.04,111
kw70Qi2Bn4GtTHTJj21Q4w,Leroy,4.5,4
KW8UmNOK5KgKaGIds00Dgg,Shirley,4.57,7
KwaamBwlQ3iqFXtVJ8_oyA,Peter,5,2
kwaaRxLwDEp_BsWlBxMExw,jonny,5,6
KwaNxPCinhUWD9W6r-2QfQ,Pina,4.91,12
KWAoRm3e-WL3Lk5k8TOY0w,C.,4,2
KWbBaSjjxNrGH7Gx8FmCdw,Jessica,5,2
kweAH9jLP36RCUJE92Gdig,Karsten,2.6,6
kWEnOdLkg9HPv_n2e69S2A,Christine,3.56,18
kWgHu1FgoaQDYFSJNPNYSw,John,2.43,7
KwiXdoxibRMdgRhIpqdkAQ,Rafael,4,3
kWIyajQP2mEv93yj34oemg,Allison,3.56,41
kwj-OtX7cVK02NbV8i07fQ,Brandon,3.4,227
kWjIyijJQ2I8RI7iXXO8pg,Yvette,3,2
KWJNL25TVFMmcX-kzmjYcA,Mark,5,1
kwJsC7dKs5T6Ix6JCJB-RA,Larry,4,4
kWkgwRxqWD-h260dMTkHUA,Jason,3.72,239
KWLpwr7BCgiJ17xeKQvXvQ,Sunny,3.28,36
kWLz79iD54o1cEqomx-qlw,Katy,3.25,5
kwMWGVz3IH0UH1sbHLHolQ,Bill,4.56,9
KwmXdKaQvZb7DN_eRmgqVA,Sukie,5,1
kwOG-CSarTLTeZq2coqAqg,Meghan,3.85,47
KWOn-ki86ksLuy5HtUikxw,Mary,3.48,273
kwoQghscnsa0BEbNno-jdg,Brenda,2,2
kwoxiKMyoYjB1wTCYAjYRg,Dan,3.56,164
Kwp9wX_p4sAZePJhEo04Rw,Ilan,2.92,160
kWpdh1Vp6uXgL_B7ewmPHQ,Michelle,1,1
kwq2WsJHquyDW8n2IsJdXA,Mikki,5,2
kWq7Imvce6pLqHaccV1zbw,Matt,3.12,8
kwQmVXIrqYGlz7FU3j-TEA,Dana,3.53,18
KwQs1O_M5Y83LYrmES7KIQ,JASON,1,2
KwrJlC7IRf_FSnLwThGVlQ,Mandy,4.26,31
kWtw8f9MiodFcMUipiWkag,Doug,5,2
KwUOJ2v_2SNZonrdLw1gLg,Shannon,3.16,946
kWVXU5Z5Sj47J1OzocVMog,Dante,3.66,77
KWw2RU9e5D3rxUFtN5yfTg,Kelly,3.67,4
KWxZAKaxYVohGfI02B5h2g,Diana,3.9,199
KwYxQgDFvM24DYXSVfEraA,T,1,3
Kw_lbS0H47yzFu9TIPrhjg,Kat,4.33,3
kW_ZgAKjHXSmKaYoEIFdUg,Danielle,3.97,321
Kx-2qK268wXbApTkpkPjMg,Maddie,3,1
KX3zZbdwo5mrHAvihXiRiw,Jennifer,3.98,132
Kx4Xv-eJaUKSj7VVqVAH5Q,Nasir,3.14,50
kX5cGoaDifkXw0K6hYfKQg,Rob,5,6
kX7SpWzdLjaJ0mJ9UpM4fg,Shane,3.78,9
kX8LxehNADGK5j3GFCpLEQ,Tom,3.28,27
kX9aY1CTjhxGBZCbUwH_LA,Mike,4.47,15
KXbybW2X8I0uJbKvJxnZIg,James,2.5,8
KxC_C--NsgB5MXsdq0Ql7Q,PattieCakesAble,4.8,31
KXC_n5pRVdofmKH7nyxJZg,Charlie,4.67,3
KxDh0tYpXrGEC1HZkYPFDQ,Lisa,4.2,5
kxeD5RuRWMjx__veKu_dmw,George,5,2
kxF7St0L3F_qVVl5ZT27hA,Teresa,3.7,84
kxf8vla67ccASvtFUO15hQ,Erin,3.82,11
KxfQiwotYw-pGO7tRopj7w,lupita,4.75,4
kxfUWPT6PuwieZHonfXtLw,Christopher,2,4
kxFWQ56eR64udENyVtTr1w,Clifford,4.09,48
kxgvFD03z5Jt1BSfpKqWwA,Richard,3.71,8
kxIs2EkZR8ipVIgg6xyQGw,Marga,3.67,21
kxIzasUoiNzZKAV_i_iYAQ,rory,4.4,7
KxJBoa3RCOOkPs5LLS11ZQ,Greg,4.22,9
KXjnYDa_9q5EHRYXMrhSFQ,Amanda,4,1
kXJzIwMlDkaWW1pPcdWuhA,Kolby,1,1
KxKz2izVEGz5aRptAGj28g,Amit,3.46,172
KxLv2-vwhQp0evFbD7BNiQ,Fred,1,1
KxMjktZ2JIFNs2dao2OHBw,Thu,1,1
KxmOlAI4f4bwFMDPzRRzNA,pearl,3.5,2
KXoRjWfTxPT6LFkOdK6ovQ,Alison,4,9
kxq1We_QRY51Bej3R1d3kw,Andy,4.67,3
KXq496s3OfdHq8Khu58OZg,Ron,1,1
Kxq8CUBtcaTvJL3xdCuPwQ,Jana,4.43,7
KXQM40pbymRnsHbnf6l4jw,Kerry,4,2
kxQWT3Xozgw6dGcs-5Y7gQ,Leah,4.5,6
kxRnhpUgooticN9DimR-CQ,Nick,4.14,56
kxshCrRyswvuGM6U29ONvA,Judith,5,1
KXSpx3GxpcT5CtWcnHo1aw,Heather,3.67,3
kXT3pVtElactR8nFmeLbbg,Harrison,4.38,48
KxURgmiUbuHhAtdEJu4bvw,Madi,4.14,92
KXUY4OG_SY0GSvYk9SsrZA,Alison,4,5
KXv7LIVVlekG-66jAChhvw,John,3.84,349
kxV9qL71dFgzVoZAV3OnXQ,Scooter,3.25,65
kxVaEO6XWmaOyiqzobiHSg,Lock,3.75,8
KXvvCJXqC-PG8SGWCNMEDw,Ken,4.11,46
kXWQlGfTeOt-Mud_jV_Oug,chad,3,2
kxyuyoZFh3c5Ll66f0cxZw,Robert,1,2
KXyZ8-clGNlItd2zc-LP_A,Gray,4,1
kX_3I1kUc4nQD-f2A5Bg4w,Christopher,4.43,7
KX_kgruju3bxND7XQDXqUg,Alex,4,8
ky2tT17Acz3JOc_bUyom5Q,Michelle,3.67,3
ky5-mOk8-9M-NlLr8Jh8rA,Deborah,3.37,38
ky5-rv7r3nnbnRuA_m3UZw,Bob,4.33,214
Ky5D2mvUIgaLN44lay2W-g,shea,3.4,5
KY5q6kdxS9M-M4cAyeoF7w,Nikkie,4.75,4
KY7MQzgtx6Z5WFBIXVcoIw,James,3.33,6
ky8uh65re8HtVTb8QmF_gg,Joni,4.09,33
kY99oZjvnho3QwwOwxJQTQ,Austin,5,2
ky9pQ8AKufvZ63IxR41jGg,Andre,3.91,336
ky9WCf-Q9A1EMIThR_VvVw,Jerami,4.5,6
KYAlmugbFu2Te3FnB94Gdg,Helen,5,5
kYCI2W3xSX4lEEtd547iwA,Peter,3,5
KYCW5xpBif5eqt-jvIHTdw,Daniel,3.94,68
Kyc_V-2G77tRfwJsBxwZ4A,Darlene,3.23,61
kyDg10Hoxz9LdLniTNTIGA,Misty,3.84,100
KydTpdUtq6o-u3JLjZFrDQ,Dana,3.82,11
KYdyldDFzSIP5NwjvoHAAw,Tina,2,3
KYeLSM3MQpirmHukVV5Iow,Jeremy,3.44,215
kYgPm0uUJo7cO94b84qBog,kat,4.14,9
kYgVe9gg82XChmv2a08mTg,Kelley,3.86,142
KyHo5F-y0CdHZ23yPvpwgw,Carrie,5,1
KYhrCC7eFAFeqhGH3U_9IQ,Jessica,1,1
KYhTVuy9vaM5iJZPWjvL4g,Clinton,4,1
KYiQWUxTTI8ZCJwsaFamNg,Deborah,2,2
KyLc8_fvQj7PyiMwcMct9A,DeWayne,4.67,3
KyL_XHVrwC8A9vGDF5cH8A,Clintus,4.55,11
kYmm3Dp1UzkzdqlV6SsmSw,Laura,3,9
kyNAF9lxgQC8ft6V3GhgnA,Marilyn,5,3
kynE_Zx7kx-UnKSSdItuSQ,Chris,3.25,16
kyo2XtO9-H6IJ3zmvqPClQ,Jeremy,3,3
kYo3moMT2gGswdnLaooUVQ,John,5,1
kyPc4fSiCL-fhGD9itSlfA,Elaine,5,1
KYr41XbZXHX_1eWHxkIJeQ,erin,3.59,29
kytgoiKvRuw2ttq4oHeUqQ,Patherine,3.6,15
kyTt_tIXiUU9FKPn2Bpxvg,Mallory,4.56,16
KyV17r3L-Df4SVpfY14HzQ,Jared,4,1
KyWHrstRWTPrulJ4KNgzhg,Kelly,1,1
kyXK79FRxnFgNfZP3GUrGw,Linh,4.5,9
KyXlD7i48mYYjRC-BFYVxw,Little,3.66,62
KyyWS3pNCNm3qCs5RJka8g,Julie,3.78,82
KYzmgcu8OaCTax2Sq2hAfw,Anthony,3.8,92
kyzNPey3686I9NJcLef4_Q,Barb,3,7
KZ1INBF4z8S5Lw7EQ5O7yw,Jay,5,5
kZ3ROwsOPZNZkq7UJqxgGQ,Ben,3.5,2
kZ8LpwQAnduFB1CgufuJ_w,lauren,4.67,6
kZAFNW2jQ2ZoKcDCoZKo-A,Yuki,4.04,23
KzbHOuRLfSWLjs6zmHWH2g,Pamela,4.8,6
kzcEx-7z5kPlsscd5Ta3CA,Patty,4.5,3
KzdDRwlvnlgIURdxRHW_6g,Tim,3.76,34
kzeEjNaZBPFhrrHwqdzj_w,Mary E,4.18,22
KzFKfC6q_s7i6mUt8Q43FA,Steven,3.78,46
KzFTp00JdzuggUHaRn_uzQ,Jill,4.2,5
kzhxHT7HRKLGFIoFr7XiDQ,Alisha,3.5,6
kZIpPMMVFFyA9_VEg94rHg,Conrad,4.29,7
kzjG-s3oiYKvyY_DamMp7w,Carlos,3.55,38
kzL2COV2uZeghim_gkeE8g,Linda,4.8,5
KZOC0NtIFcp6v27UQHk6tg,Mark,3.67,122
kzowEPbtJ0OCfgi3Al-UZQ,Jen,4,4
KzREObTssbTwkeWpP9fv5w,Mike,3,4
KZubvK7Jwmz6JlI3UhqYEQ,Jeri,4.33,3
kzVjXxXWC57geKfGdcbIlg,Craig,5,2
kZzU_5ElAG0uC8lxTP61Tw,Bill,3.15,59
kzZwpWwtvC4U60SX0kq15w,Junah,2.93,230
k_1O9_8ILYYq9rgOtuyxNw,Stanford,3,2
K_20Av18IR0TmRllXKVVww,Chris,2,26
k_34o6OH4Z7ZnZ8TTvdyoA,Brian,4.02,63
K_4Eulxwh9fPH-BwqTBSBw,francie,4.8,25
k_5zju3SOPZKfQ02wrZTUQ,Dan,4.1,10
k_6N17UQd4IBnIey2d6-aQ,LeAnn,4.67,5
K_6QLjXrgUO4FxK2ZM8TEw,Lizzie,4,4
K_6ykd8OJonATSaOLdS7OQ,Colleen,4.5,3
K_AR19ohbCJLt7YhECgYBg,amy,5,1
k_cDemzIDkm44br8pCVQfw,Kari,2.52,25
K_EsB7yuhieXrUaQlRNAkA,Sam,3.4,118
K_GIogbEJ_E7MyrYLF_SXw,Kathy,5,5
K_gNqlirV0kppqCGnfGiOQ,Nicole,4.11,9
k_gs__8ofbJUEWCzX6OxVQ,winnie,3.69,137
K_jzjvHTgI3Q10g4ko4NOA,Steve,1,2
k_K_FP1buO38AIYFMn7cwA,Crystal,5,1
K_LDpp5F6Swdx_enGA9Q2Q,Christian,3.5,2
K_lEGOOP_2VhaJHHlrdk7g,Philip,1,2
K_mGQSbTGYj5jeR_VT43OQ,Samantha,1,2
K_O33ZtHPcLilRV_huFDGw,Mary,4.14,37
K_PpyEqAMQ5QMjcza8kvLQ,Kris,4.75,12
k_PRuEqX5V2WF1n788oS9g,E. Rachel,5,1
k_qZ47wApoqNwl7uNiiOBA,Ron,3.31,26
k_sY1_dt3qYtiKj6SOYTuw,Mala,3.11,47
k_uhfC3mEizlTR8AZfXY_Q,BlueTopaz,4.67,15
k_vWGNkwYkigOnbEMNMOvg,Stephanie,3.4,5
k_WgOAhe6QWolkI2NLdnmg,Stacey,3.91,32
K_xhoVMsrujFnDAg-JA1lw,Cousin,3.4,51
k_yI0MspZG7ZB4Nr6CMCUw,Shavanna,4.01,104
k_YQebBIMPysIa3lZdxd4g,Christyne,4.47,15
K_ZAORjuL80YUhV1HC4PGQ, Mark,3.75,63
K__90nehko628zMBDv2IXQ,Maria,5,1
L-0bgWxMsDupG8zBgcDn0w,Candice,4.6,5
l-144cdHj46kdSyrajw9TA,Toni,3,2
L-5Z8lp6L5VO3NoRPvSXPg,Niki,3.83,83
L-7rI4cDwNIVJFc4vUJbMw,Qian,5,1
L-9HRr75RNyjbZR24tzczA,Tiffany,5,2
L-AhQMqmgwHqfCT2PvDtmg,Nubia,4,5
l-b5Ew0-Bp5vT5GOuFKbXg,Tyler,5,1
L-bpR4U-5QqkxZFt4PcTyQ,Mario,4,10
l-cJ5B97YonAVmb99Pq_Kg,Safisha,3,2
L-HIOYCzkZ09AXIsCnOH-Q,Nancy,3.71,173
L-j5-gPoQs9s5UIRRnaymg,Jason,3.73,22
L-LGq7YcviLmmbkmW81f3w,Susan,1,1
L-ni8EcqTR-EUOIWqY5KwQ,Cinthia,2.67,4
L-O1rmPXJ3ihCnfgJIigbQ,Jeff,3.31,16
L-OWVzHOPsqfpxWz_F7Oqg,Mary Ellen,5,1
L-Ozz_VcyF8SIZmqkj8kAg,B,3.88,8
l-p9y_0mx9GdzOSUioEE9A,Candace,3.83,470
L-s0wttCCXUP2HnogDqnXw,Peter,2,4
L-t_BETc3LNyXBvmId9cEQ,Roy,4.22,191
L-VGjAnnjy6YRLt17JCfRg,Hugo,3.4,10
l-ySgQnT9KQG3SvICTNF5g,Rachel,3.33,18
L00-sw8sXpJo0q1pEKPXyw,Sez,5,2
l04VdigdHtESFInJlTI_pw,Patty,4.8,5
l05Qv5HamwDiuf2xqlkpmQ,Laura,3.67,3
L0aLRB-OylGJV4mOmq15XA,Amy,3.75,9
L0bvyUzp9LAS4EC2jL_9aw,Gina,2.67,6
L0etHeDUy1hiL0jOwH9WhA,Andrew,2.5,2
l0fB7q-MhLS4wxwj7v-eAw,Kim,4.37,27
l0G5bcFVD1jGu4difTHXnw,Nate,5,2
L0GXS7R-VqgdsobxqfMN4w,JOAQUIN,3,2
l0izzNMbD2lL9xcOnnMEag,Michelle,3.73,371
l0QHGP9P74wYAQxhMEwIUA,Susan,3.54,93
L0QX5Wfz1lbCSkXwrSs8kA,Michele,4.25,4
L0t8ESj83JaYTtvq5Si2ew,Darby,3.47,36
l0TaAPez3l2gbvEY97i2Dw,donna,3.48,31
l0tFyukya2-GQfJCXpSArQ,Parker,1.59,22
L0Tjss0FT8WARYikQYkifA,Matty,3.64,14
L0xW1wMavF8L3_LUiSb8bA,Richard,4.3,20
L0XzCJwhb-weYexSmp1_nw,Adrian,3.5,2
L0z64oBlpLJLN_S6NRSE4w,M,4.5,2
l10D-c0hAKNfMRwRtbMxAg,Coll,4.41,22
L10IFOqY3CoEndbaYBjr3A,Steve,4.4,6
l10Z3-aGfOokEutif0niag,Benjamin,3.5,12
l11tgPw7A_BQlUQpQk40Ow,Renae,4.33,3
l12HcZGdN63r_MJSHg1xYQ,Nicole,5,1
L14jRpfyoFngFPeJiwj8FQ,Stan,4,4
l1B6C4bZeSWi6TjlMg7n3A,Richard,2,1
l1cu1k87dUKdgbYr6FSndQ,Collin,4,4
l1eXX3p2WL_02FWw5TXhsA,David,3.81,805
l1gYC_KwH6JLUJBWWhUI_g,Mike,4.16,92
l1hETXYDPu2_HXJ2HxhpVA,Jody,3.33,4
L1HQF3VZXwqeCiW443mqTA,Eric,4.5,6
L1K--UxLtkxZf-iWXK0hTQ,Robert,5,1
l1kEateOWIu4_5uUoLkSNg,Megan,4,14
L1Mz97bl4OmTTevaKW1ySg,Maria,4.83,6
L1nE5d4OIsTHtp5DgfURnQ,Val,3.5,4
l1QIGajmB3FoUMy82wgiqw,Donald,5,2
L1QNiJPo9WSDCnQaOVW2RQ,Joe,2,1
L1t8vsdZp2q8JQ5MO6eC0w,Adam,2.5,10
L1VoGNgEkE4sRwIGSNLSZA,Judy,5,1
l1_nogkuHVGDRoTGXgs1fg,Steve,2,1
l24FFug31rAsXmkmKl1EPg,Krystle,3.73,253
L25FAd7JKVaaoHmYQ8v9Nw,Bob,5,2
l25ZMw2vVirDB6k70g0TVA,M,4,31
L273poif3-BcYA-hPx2CvA,Elizabeth,1,1
l28hwjLVou884C865cs0xg,Shannon,5,1
L2B722zWu98iInXZv8whgw,Amanda,1,1
L2cd3wH0ACFDU7H6efVivA,Chris,4.75,4
L2cULJlmQ0fshdh6A2KC1w,Nate,1,1
L2fVx3VWAReuH0KM8vOOBQ,Andrea,5,1
l2H78dDGuItEcr_nImlzbw,K,3.46,87
l2isq-Uhb46wB7iaLt4YLg,Jerome,3,28
L2kTFOvFu4qTAtVMJ8vWFw,Buck,4.21,38
l2NeyavkKtul8SV06dVfjw,Cherokee,2.57,8
l2P8Ow-wl84ufKEAwee1Qg,Bunny,4.12,276
l2Qhvk1BlbH7EV3ces52KA,Emily,3.74,21
l2qZm-1Q39u-IJ3jBhgf6Q,Tony,3.65,23
l2srZt-GNvF7tMotR_VyAw,F,3.29,7
l2sXKm5odDH92zxjCWD-kw,Becki,3.46,13
l2tuSyXiYTiVBi-7pMnrYg,Adan,1,1
l2ur58H98i3DvghoDtJWbw,Lynne,3.43,7
l2UrriMw-JnCfmDEbw-p2w,John,3.86,14
l2wXNANMmbq8RW7TE9hkog,Christopher,4,4
l2z06FyJkzGOZ6MQgi1Mzg,Adam,4.57,7
l2zoX2M4OBuAE_q2A5qW8A,Jon,3.44,10
L3-csFTxPRnG9eVIYoVoGA,Chris,3,21
L3-jvLBWfi96GjDmVnSgxQ,Lauren,3.52,27
l32_Qnelh1c-nuTU9VgOlA,s,2.54,29
L33wTO2rPoaYLl60WDgUow,Richard,3,6
L360cX85gc6LcUqUTxbccg,Nikita,4.33,4
l3avRJAtL1azZg8Jf-CYRw,Bob,3.16,199
l3bcKxbBX71h3_BgxeYyxg,Nicole,3.36,33
L3EYaTntr9AIEQk1ws1Amg,Audrey,3.67,3
L3FAtH_L-sBJh1C1SteHcA,Mark,5,1
l3GY6OdN_sQg2v-dZDPx7g,Danielle,2.67,4
L3HT_5LwkK6xgChRLCNpXQ,Rianne,3.77,244
L3JgUWL05D2NYto17uhTZA,Brooke,4.48,34
l3JnyaRPcgGE4xcyuG4uug,Evelyn,3.64,11
L3Jsd79upFBPk2z4EBOsVQ,Erin,3.13,351
L3NMj_HI3b6NetSNjYNCfA,Trish,3.79,68
L3nyH2yeJRNahm0xepL1yQ,Bob,3.32,675
L3q1rAAX8Cbt9Ouv6jF5MQ,Shannon,5,1
L3QJNJhvvq0dUGjLx8ZERw,Tina,5,2
l3Sm2BdSLj_TRXVQJH6Tkg,Dianna,4.19,53
l3V8zKCutNU6y3VNVeLLjA,Walt,4.27,98
l3vSqK_uLQ76jbtWMmpC7Q,Stacey,4,6
L3xw9bfKdJ_LaZbCwI9HGA,O,3.98,46
L3XWX_dd8_pYnRSMdppjDg,Sara,3.84,105
L3YVTmTV96Who9VY3w7Zzw,Lauren,3.54,650
L48cHSTX9ZdSyAjWWbETMg,Kim,4.13,15
l4bbDI-diaBjOIuEjk-YZA,Erik,3.96,24
l4Bn7UpQMk4BgUoRjUcRfA,Danny,5,1
L4D4Ui5xokIl7hxdZacrmg,Kevin,2,2
l4eVh0StI26RJYkG0eyS_Q,Jacquie,3.53,34
l4H5tdq8Fpzkh4MiVe-xdw,Sandy,3.6,105
l4j6Qm2Wfdx_PmPbUgyrYA,Susan,5,3
L4Ksl4nwhKt1dUCtS3jZOw,Amy,3.33,6
L4MRtxe25MUdtV8P1l16pg,Nate,4,12
l4nJ5rCyw_qaFiO0-NLhtw,Amanda,3.65,135
L4OGZBf19IauQw9EzIKs-Q,catherine,5,1
L4r4tF8ts_4gSmNd2ENGmA,Dave,5,1
l4tE7OdtY0QDEQGpjIVEOw,Terry,3.33,6
L4tR-pVG5rJMxp_ldxJLKA,Tawny,3.91,11
